State Name,geoid,County Name,Start Year,End Year,Tenure,Housing cost burden is greater than 30% but less than or equal to 50%,Housing cost burden is greater than 50%,Housing cost burden is less than or equal to 30%,Housing cost burden not computed (household has no/negative income),Total Households
Idaho,05000US16025,Camas County,1/1/2008,1/1/2012,Owner occupied,65,50,187,0,302
Idaho,05000US16025,Camas County,1/1/2008,1/1/2012,Renter occupied,12,28,102,0,142
Idaho,05000US16025,Camas County,1/1/2009,1/1/2013,Owner occupied,55,67,191,0,313
Idaho,05000US16025,Camas County,1/1/2009,1/1/2013,Renter occupied,12,28,109,0,149
Idaho,05000US16025,Camas County,1/1/2010,1/1/2014,Owner occupied,41,53,222,0,316
Idaho,05000US16025,Camas County,1/1/2010,1/1/2014,Renter occupied,19,38,96,0,153
Idaho,05000US16027,Canyon County,1/1/2005,1/1/2009,Owner occupied,"9,660","4,729","34,685","2,970","52,044"
Idaho,05000US16027,Canyon County,1/1/2005,1/1/2009,Renter occupied,"2,875",590,"9,040",0,"12,505"
Idaho,05000US16027,Canyon County,1/1/2006,1/1/2010,Owner occupied,"9,115","4,294","30,605",275,"44,289"
Idaho,05000US16027,Canyon County,1/1/2006,1/1/2010,Renter occupied,"3,825","3,694","10,090",125,"17,734"
Idaho,05000US16027,Canyon County,1/1/2007,1/1/2011,Owner occupied,"8,630","5,160","30,654",265,"44,709"
Idaho,05000US16027,Canyon County,1/1/2007,1/1/2011,Renter occupied,"3,965","3,905","9,895",340,"18,105"
Idaho,05000US16027,Canyon County,1/1/2008,1/1/2012,Owner occupied,"8,235","5,265","30,690",295,"44,485"
Idaho,05000US16027,Canyon County,1/1/2008,1/1/2012,Renter occupied,"4,305","4,109","9,785",355,"18,554"
Idaho,05000US16027,Canyon County,1/1/2009,1/1/2013,Owner occupied,"8,120","4,783","30,740",335,"43,978"
Idaho,05000US16027,Canyon County,1/1/2009,1/1/2013,Renter occupied,"4,565","4,460","10,040",430,"19,495"
Idaho,05000US16027,Canyon County,1/1/2010,1/1/2014,Owner occupied,"7,690","4,213","32,130",434,"44,467"
Idaho,05000US16027,Canyon County,1/1/2010,1/1/2014,Renter occupied,"4,115","4,645","10,540",720,"20,020"
Idaho,05000US16029,Caribou County,1/1/2005,1/1/2009,Owner occupied,251,85,"1,888",10,"2,234"
Idaho,05000US16029,Caribou County,1/1/2005,1/1/2009,Renter occupied,75,0,482,0,557
Idaho,05000US16029,Caribou County,1/1/2006,1/1/2010,Owner occupied,230,102,"1,832",4,"2,168"
Idaho,05000US16029,Caribou County,1/1/2006,1/1/2010,Renter occupied,79,30,459,0,568
Idaho,05000US16029,Caribou County,1/1/2007,1/1/2011,Owner occupied,273,116,"1,779",4,"2,172"
Idaho,05000US16029,Caribou County,1/1/2007,1/1/2011,Renter occupied,39,55,369,0,463
Idaho,05000US16029,Caribou County,1/1/2008,1/1/2012,Owner occupied,288,87,"1,764",4,"2,143"
Idaho,05000US16029,Caribou County,1/1/2008,1/1/2012,Renter occupied,48,45,395,0,488
Idaho,05000US16029,Caribou County,1/1/2009,1/1/2013,Owner occupied,275,81,"1,868",10,"2,234"
Idaho,05000US16029,Caribou County,1/1/2009,1/1/2013,Renter occupied,38,45,328,0,411
Idaho,05000US16029,Caribou County,1/1/2010,1/1/2014,Owner occupied,218,137,"1,849",15,"2,219"
Idaho,05000US16029,Caribou County,1/1/2010,1/1/2014,Renter occupied,43,60,359,0,462
Idaho,05000US16031,Cassia County,1/1/2005,1/1/2009,Owner occupied,858,367,"4,584",335,"6,144"
Idaho,05000US16031,Cassia County,1/1/2005,1/1/2009,Renter occupied,200,24,"1,460",0,"1,684"
Idaho,05000US16031,Cassia County,1/1/2006,1/1/2010,Owner occupied,768,367,"4,014",20,"5,169"
Idaho,05000US16031,Cassia County,1/1/2006,1/1/2010,Renter occupied,269,379,"1,675",60,"2,383"
Idaho,05000US16031,Cassia County,1/1/2007,1/1/2011,Owner occupied,743,364,"3,994",29,"5,130"
Idaho,05000US16031,Cassia County,1/1/2007,1/1/2011,Renter occupied,374,419,"1,585",60,"2,438"
Idaho,05000US16031,Cassia County,1/1/2008,1/1/2012,Owner occupied,744,411,"4,150",23,"5,328"
Idaho,05000US16031,Cassia County,1/1/2008,1/1/2012,Renter occupied,404,354,"1,519",60,"2,337"
Idaho,05000US16031,Cassia County,1/1/2009,1/1/2013,Owner occupied,726,404,"4,115",34,"5,279"
Idaho,05000US16031,Cassia County,1/1/2009,1/1/2013,Renter occupied,475,304,"1,553",34,"2,366"
Idaho,05000US16031,Cassia County,1/1/2010,1/1/2014,Owner occupied,726,435,"4,229",14,"5,404"
Idaho,05000US16031,Cassia County,1/1/2010,1/1/2014,Renter occupied,535,243,"1,548",29,"2,355"
Idaho,05000US16033,Clark County,1/1/2005,1/1/2009,Owner occupied,73,4,279,0,356
Idaho,05000US16033,Clark County,1/1/2005,1/1/2009,Renter occupied,4,4,62,0,70
Idaho,05000US16033,Clark County,1/1/2006,1/1/2010,Owner occupied,32,0,227,0,259
Idaho,05000US16033,Clark County,1/1/2006,1/1/2010,Renter occupied,4,4,66,0,74
Idaho,05000US16033,Clark County,1/1/2007,1/1/2011,Owner occupied,46,15,178,0,239
Idaho,05000US16033,Clark County,1/1/2007,1/1/2011,Renter occupied,4,0,65,0,69
Idaho,05000US16033,Clark County,1/1/2008,1/1/2012,Owner occupied,46,19,139,0,204
Idaho,05000US16033,Clark County,1/1/2008,1/1/2012,Renter occupied,4,0,92,0,96
Idaho,05000US16033,Clark County,1/1/2009,1/1/2013,Owner occupied,30,27,119,0,176
Idaho,05000US16033,Clark County,1/1/2009,1/1/2013,Renter occupied,4,0,118,0,122
Idaho,05000US16033,Clark County,1/1/2010,1/1/2014,Owner occupied,31,37,110,0,178
Idaho,05000US16033,Clark County,1/1/2010,1/1/2014,Renter occupied,0,0,102,0,102
Idaho,05000US16035,Clearwater County,1/1/2005,1/1/2009,Owner occupied,351,218,"2,446",39,"3,054"
Idaho,05000US16035,Clearwater County,1/1/2005,1/1/2009,Renter occupied,148,10,615,0,773
Idaho,05000US16035,Clearwater County,1/1/2006,1/1/2010,Owner occupied,314,229,"2,317",0,"2,860"
Idaho,05000US16035,Clearwater County,1/1/2006,1/1/2010,Renter occupied,122,43,626,20,811
Idaho,05000US16035,Clearwater County,1/1/2007,1/1/2011,Owner occupied,357,212,"2,316",20,"2,905"
Idaho,05000US16035,Clearwater County,1/1/2007,1/1/2011,Renter occupied,142,62,474,20,698
Idaho,05000US16035,Clearwater County,1/1/2008,1/1/2012,Owner occupied,358,192,"2,321",34,"2,905"
Idaho,05000US16035,Clearwater County,1/1/2008,1/1/2012,Renter occupied,102,103,502,14,721
Idaho,05000US16035,Clearwater County,1/1/2009,1/1/2013,Owner occupied,382,177,"2,229",45,"2,833"
Idaho,05000US16035,Clearwater County,1/1/2009,1/1/2013,Renter occupied,88,131,483,10,712
Idaho,05000US16035,Clearwater County,1/1/2010,1/1/2014,Owner occupied,316,167,"2,243",55,"2,781"
Idaho,05000US16035,Clearwater County,1/1/2010,1/1/2014,Renter occupied,120,129,529,0,778
Idaho,05000US16037,Custer County,1/1/2005,1/1/2009,Owner occupied,231,170,"1,309",45,"1,755"
Idaho,05000US16037,Custer County,1/1/2005,1/1/2009,Renter occupied,0,12,280,0,292
Idaho,05000US16037,Custer County,1/1/2006,1/1/2010,Owner occupied,169,158,"1,203",4,"1,534"
Idaho,05000US16037,Custer County,1/1/2006,1/1/2010,Renter occupied,14,77,280,10,381
Idaho,05000US16037,Custer County,1/1/2007,1/1/2011,Owner occupied,168,141,"1,193",4,"1,506"
Idaho,05000US16037,Custer County,1/1/2007,1/1/2011,Renter occupied,44,52,275,15,386
Idaho,05000US16037,Custer County,1/1/2008,1/1/2012,Owner occupied,152,166,"1,189",14,"1,521"
Idaho,05000US16037,Custer County,1/1/2008,1/1/2012,Renter occupied,44,68,229,20,361
Idaho,05000US16037,Custer County,1/1/2009,1/1/2013,Owner occupied,144,167,"1,212",18,"1,541"
Idaho,05000US16037,Custer County,1/1/2009,1/1/2013,Renter occupied,47,61,204,0,312
Idaho,05000US16037,Custer County,1/1/2010,1/1/2014,Owner occupied,127,104,"1,128",18,"1,377"
Idaho,05000US16037,Custer County,1/1/2010,1/1/2014,Renter occupied,78,73,256,0,407
Idaho,05000US16039,Elmore County,1/1/2005,1/1/2009,Owner occupied,"1,018",373,"5,404",285,"7,080"
Idaho,05000US16039,Elmore County,1/1/2005,1/1/2009,Renter occupied,530,55,"2,428",0,"3,013"
Idaho,05000US16039,Elmore County,1/1/2006,1/1/2010,Owner occupied,950,397,"5,055",30,"6,432"
Idaho,05000US16039,Elmore County,1/1/2006,1/1/2010,Renter occupied,629,275,"2,183",0,"3,087"
Idaho,05000US16039,Elmore County,1/1/2007,1/1/2011,Owner occupied,982,413,"4,999",29,"6,423"
Idaho,05000US16039,Elmore County,1/1/2007,1/1/2011,Renter occupied,484,309,"2,294",0,"3,087"
Idaho,05000US16039,Elmore County,1/1/2008,1/1/2012,Owner occupied,998,351,"4,864",10,"6,223"
Idaho,05000US16039,Elmore County,1/1/2008,1/1/2012,Renter occupied,548,380,"2,398",8,"3,334"
Idaho,05000US16039,Elmore County,1/1/2009,1/1/2013,Owner occupied,"1,094",472,"4,401",0,"5,967"
Idaho,05000US16039,Elmore County,1/1/2009,1/1/2013,Renter occupied,622,370,"2,593",18,"3,603"
Idaho,05000US16039,Elmore County,1/1/2010,1/1/2014,Owner occupied,947,498,"4,448",15,"5,908"
Idaho,05000US16039,Elmore County,1/1/2010,1/1/2014,Renter occupied,597,460,"2,708",24,"3,789"
Idaho,05000US16041,Franklin County,1/1/2005,1/1/2009,Owner occupied,437,337,"2,553",79,"3,406"
Idaho,05000US16041,Franklin County,1/1/2005,1/1/2009,Renter occupied,118,44,570,0,732
Idaho,05000US16041,Franklin County,1/1/2006,1/1/2010,Owner occupied,416,380,"2,478",29,"3,303"
Idaho,05000US16041,Franklin County,1/1/2006,1/1/2010,Renter occupied,198,44,533,10,785
Idaho,05000US16041,Franklin County,1/1/2007,1/1/2011,Owner occupied,378,396,"2,508",39,"3,321"
Idaho,05000US16041,Franklin County,1/1/2007,1/1/2011,Renter occupied,253,28,548,10,839
Idaho,05000US16041,Franklin County,1/1/2008,1/1/2012,Owner occupied,490,355,"2,488",33,"3,366"
Idaho,05000US16041,Franklin County,1/1/2008,1/1/2012,Renter occupied,192,41,518,4,755
Idaho,05000US16041,Franklin County,1/1/2009,1/1/2013,Owner occupied,450,438,"2,469",23,"3,380"
Idaho,05000US16041,Franklin County,1/1/2009,1/1/2013,Renter occupied,147,36,587,10,780
Idaho,05000US16041,Franklin County,1/1/2010,1/1/2014,Owner occupied,391,453,"2,567",12,"3,423"
Idaho,05000US16041,Franklin County,1/1/2010,1/1/2014,Renter occupied,162,67,615,0,844
Idaho,05000US16043,Fremont County,1/1/2005,1/1/2009,Owner occupied,537,388,"2,781",90,"3,796"
Idaho,05000US16043,Fremont County,1/1/2005,1/1/2009,Renter occupied,99,14,569,0,682
Idaho,05000US16043,Fremont County,1/1/2006,1/1/2010,Owner occupied,563,398,"2,697",20,"3,678"
Idaho,05000US16043,Fremont County,1/1/2006,1/1/2010,Renter occupied,82,55,677,4,818
Idaho,05000US16043,Fremont County,1/1/2007,1/1/2011,Owner occupied,566,381,"2,768",15,"3,730"
Idaho,05000US16043,Fremont County,1/1/2007,1/1/2011,Renter occupied,154,89,543,4,790
Idaho,05000US16043,Fremont County,1/1/2008,1/1/2012,Owner occupied,619,401,"2,788",25,"3,833"
Idaho,05000US16043,Fremont County,1/1/2008,1/1/2012,Renter occupied,166,113,448,8,735
Idaho,05000US16043,Fremont County,1/1/2009,1/1/2013,Owner occupied,582,306,"2,839",20,"3,747"
Idaho,05000US16043,Fremont County,1/1/2009,1/1/2013,Renter occupied,183,138,467,19,807
Idaho,05000US16043,Fremont County,1/1/2010,1/1/2014,Owner occupied,580,256,"2,853",8,"3,697"
Idaho,05000US16043,Fremont County,1/1/2010,1/1/2014,Renter occupied,220,123,508,14,865
Idaho,05000US16045,Gem County,1/1/2005,1/1/2009,Owner occupied,860,559,"3,715",65,"5,199"
Idaho,05000US16045,Gem County,1/1/2005,1/1/2009,Renter occupied,244,170,778,0,"1,192"
Idaho,05000US16045,Gem County,1/1/2006,1/1/2010,Owner occupied,870,590,"3,685",30,"5,175"
Idaho,05000US16045,Gem County,1/1/2006,1/1/2010,Renter occupied,284,249,785,30,"1,348"
Idaho,05000US16045,Gem County,1/1/2007,1/1/2011,Owner occupied,655,560,"3,685",34,"4,934"
Idaho,05000US16045,Gem County,1/1/2007,1/1/2011,Renter occupied,359,400,775,25,"1,559"
Idaho,05000US16045,Gem County,1/1/2008,1/1/2012,Owner occupied,550,584,"3,605",80,"4,819"
Idaho,05000US16045,Gem County,1/1/2008,1/1/2012,Renter occupied,344,470,809,10,"1,633"
Idaho,05000US16045,Gem County,1/1/2009,1/1/2013,Owner occupied,635,514,"3,485",75,"4,709"
Idaho,05000US16045,Gem County,1/1/2009,1/1/2013,Renter occupied,364,395,814,25,"1,598"
Idaho,05000US16045,Gem County,1/1/2010,1/1/2014,Owner occupied,659,514,"3,430",65,"4,668"
Idaho,05000US16045,Gem County,1/1/2010,1/1/2014,Renter occupied,268,529,884,60,"1,741"
Idaho,05000US16047,Gooding County,1/1/2005,1/1/2009,Owner occupied,504,500,"3,099",217,"4,320"
Idaho,05000US16047,Gooding County,1/1/2005,1/1/2009,Renter occupied,225,40,986,0,"1,251"
Idaho,05000US16047,Gooding County,1/1/2006,1/1/2010,Owner occupied,567,544,"2,779",105,"3,995"
Idaho,05000US16047,Gooding County,1/1/2006,1/1/2010,Renter occupied,253,138,"1,106",10,"1,507"
Idaho,05000US16047,Gooding County,1/1/2007,1/1/2011,Owner occupied,647,404,"2,798",90,"3,939"
Idaho,05000US16047,Gooding County,1/1/2007,1/1/2011,Renter occupied,333,135,937,14,"1,419"
Idaho,05000US16047,Gooding County,1/1/2008,1/1/2012,Owner occupied,623,411,"2,836",70,"3,940"
Idaho,05000US16047,Gooding County,1/1/2008,1/1/2012,Renter occupied,328,205,"1,076",14,"1,623"
Idaho,05000US16047,Gooding County,1/1/2009,1/1/2013,Owner occupied,653,385,"2,864",19,"3,921"
Idaho,05000US16047,Gooding County,1/1/2009,1/1/2013,Renter occupied,330,259,"1,036",14,"1,639"
Idaho,05000US16047,Gooding County,1/1/2010,1/1/2014,Owner occupied,487,297,"2,973",4,"3,761"
Idaho,05000US16047,Gooding County,1/1/2010,1/1/2014,Renter occupied,387,308,990,14,"1,699"
Idaho,05000US16049,Idaho County,1/1/2005,1/1/2009,Owner occupied,708,568,"3,799",163,"5,238"
Idaho,05000US16049,Idaho County,1/1/2005,1/1/2009,Renter occupied,290,23,950,0,"1,263"
Idaho,05000US16049,Idaho County,1/1/2006,1/1/2010,Owner occupied,763,509,"3,715",24,"5,011"
Idaho,05000US16049,Idaho County,1/1/2006,1/1/2010,Renter occupied,358,213,"1,014",8,"1,593"
Idaho,05000US16049,Idaho County,1/1/2007,1/1/2011,Owner occupied,770,527,"3,829",28,"5,154"
Idaho,05000US16049,Idaho County,1/1/2007,1/1/2011,Renter occupied,347,173,"1,014",10,"1,544"
Idaho,05000US16049,Idaho County,1/1/2008,1/1/2012,Owner occupied,800,512,"3,799",54,"5,165"
Idaho,05000US16049,Idaho County,1/1/2008,1/1/2012,Renter occupied,324,154,976,14,"1,468"
Idaho,05000US16049,Idaho County,1/1/2009,1/1/2013,Owner occupied,747,521,"3,792",44,"5,104"
Idaho,05000US16049,Idaho County,1/1/2009,1/1/2013,Renter occupied,277,184,951,14,"1,426"
Idaho,05000US16049,Idaho County,1/1/2010,1/1/2014,Owner occupied,838,516,"3,783",59,"5,196"
Idaho,05000US16049,Idaho County,1/1/2010,1/1/2014,Renter occupied,286,134,891,4,"1,315"
Idaho,05000US16051,Jefferson County,1/1/2005,1/1/2009,Owner occupied,954,485,"4,872",115,"6,426"
Idaho,05000US16051,Jefferson County,1/1/2005,1/1/2009,Renter occupied,164,30,918,0,"1,112"
Idaho,05000US16051,Jefferson County,1/1/2006,1/1/2010,Owner occupied,"1,001",508,"4,852",10,"6,371"
Idaho,05000US16051,Jefferson County,1/1/2006,1/1/2010,Renter occupied,234,138,964,59,"1,395"
Idaho,05000US16051,Jefferson County,1/1/2007,1/1/2011,Owner occupied,"1,218",541,"4,878",24,"6,661"
Idaho,05000US16051,Jefferson County,1/1/2007,1/1/2011,Renter occupied,254,149,"1,047",60,"1,510"
Idaho,05000US16051,Jefferson County,1/1/2008,1/1/2012,Owner occupied,"1,263",488,"4,924",18,"6,693"
Idaho,05000US16051,Jefferson County,1/1/2008,1/1/2012,Renter occupied,275,139,928,55,"1,397"
Idaho,05000US16051,Jefferson County,1/1/2009,1/1/2013,Owner occupied,"1,128",528,"5,083",28,"6,767"
Idaho,05000US16051,Jefferson County,1/1/2009,1/1/2013,Renter occupied,265,184,843,10,"1,302"
Idaho,05000US16051,Jefferson County,1/1/2010,1/1/2014,Owner occupied,"1,011",524,"5,330",23,"6,888"
Idaho,05000US16051,Jefferson County,1/1/2010,1/1/2014,Renter occupied,243,164,876,14,"1,297"
Idaho,05000US16053,Jerome County,1/1/2005,1/1/2009,Owner occupied,632,392,"3,799",180,"5,003"
Idaho,05000US16053,Jerome County,1/1/2005,1/1/2009,Renter occupied,409,18,"1,495",0,"1,922"
Idaho,05000US16053,Jerome County,1/1/2006,1/1/2010,Owner occupied,752,471,"3,440",20,"4,683"
