State Name,geoid,County Name,Start Year,End Year,Tenure,Housing cost burden is greater than 30% but less than or equal to 50%,Housing cost burden is greater than 50%,Housing cost burden is less than or equal to 30%,Housing cost burden not computed (household has no/negative income),Total Households
Tennessee,05000US47085,Humphreys County,1/1/2010,1/1/2014,Renter occupied,163,345,987,120,"1,615"
Tennessee,05000US47087,Jackson County,1/1/2005,1/1/2009,Owner occupied,526,376,"2,802",264,"3,968"
Tennessee,05000US47087,Jackson County,1/1/2005,1/1/2009,Renter occupied,140,90,531,0,761
Tennessee,05000US47087,Jackson County,1/1/2006,1/1/2010,Owner occupied,474,346,"2,663",49,"3,532"
Tennessee,05000US47087,Jackson County,1/1/2006,1/1/2010,Renter occupied,151,300,615,29,"1,095"
Tennessee,05000US47087,Jackson County,1/1/2007,1/1/2011,Owner occupied,478,341,"2,674",44,"3,537"
Tennessee,05000US47087,Jackson County,1/1/2007,1/1/2011,Renter occupied,185,289,661,39,"1,174"
Tennessee,05000US47087,Jackson County,1/1/2008,1/1/2012,Owner occupied,488,360,"2,599",15,"3,462"
Tennessee,05000US47087,Jackson County,1/1/2008,1/1/2012,Renter occupied,164,299,542,85,"1,090"
Tennessee,05000US47087,Jackson County,1/1/2009,1/1/2013,Owner occupied,553,405,"2,600",10,"3,568"
Tennessee,05000US47087,Jackson County,1/1/2009,1/1/2013,Renter occupied,138,224,438,90,890
Tennessee,05000US47087,Jackson County,1/1/2010,1/1/2014,Owner occupied,533,398,"2,595",35,"3,561"
Tennessee,05000US47087,Jackson County,1/1/2010,1/1/2014,Renter occupied,139,208,503,125,975
Tennessee,05000US47089,Jefferson County,1/1/2005,1/1/2009,Owner occupied,"2,078","1,403","12,440",855,"16,776"
Tennessee,05000US47089,Jefferson County,1/1/2005,1/1/2009,Renter occupied,680,538,"2,224",0,"3,442"
Tennessee,05000US47089,Jefferson County,1/1/2006,1/1/2010,Owner occupied,"1,723","1,383","11,285",290,"14,681"
Tennessee,05000US47089,Jefferson County,1/1/2006,1/1/2010,Renter occupied,860,"1,043","2,973",55,"4,931"
Tennessee,05000US47089,Jefferson County,1/1/2007,1/1/2011,Owner occupied,"1,748","1,433","11,150",230,"14,561"
Tennessee,05000US47089,Jefferson County,1/1/2007,1/1/2011,Renter occupied,899,"1,019","2,783",85,"4,786"
Tennessee,05000US47089,Jefferson County,1/1/2008,1/1/2012,Owner occupied,"1,759","1,535","11,215",240,"14,749"
Tennessee,05000US47089,Jefferson County,1/1/2008,1/1/2012,Renter occupied,848,"1,030","2,879",80,"4,837"
Tennessee,05000US47089,Jefferson County,1/1/2009,1/1/2013,Owner occupied,"1,994","1,485","11,060",220,"14,759"
Tennessee,05000US47089,Jefferson County,1/1/2009,1/1/2013,Renter occupied,895,894,"3,170",84,"5,043"
Tennessee,05000US47089,Jefferson County,1/1/2010,1/1/2014,Owner occupied,"1,768","1,395","11,320",155,"14,638"
Tennessee,05000US47089,Jefferson County,1/1/2010,1/1/2014,Renter occupied,"1,040",920,"3,290",74,"5,324"
Tennessee,05000US47091,Johnson County,1/1/2005,1/1/2009,Owner occupied,945,464,"5,080",290,"6,779"
Tennessee,05000US47091,Johnson County,1/1/2005,1/1/2009,Renter occupied,134,65,885,0,"1,084"
Tennessee,05000US47091,Johnson County,1/1/2006,1/1/2010,Owner occupied,860,385,"4,305",90,"5,640"
Tennessee,05000US47091,Johnson County,1/1/2006,1/1/2010,Renter occupied,165,250,"1,295",35,"1,745"
Tennessee,05000US47091,Johnson County,1/1/2007,1/1/2011,Owner occupied,890,393,"4,284",60,"5,627"
Tennessee,05000US47091,Johnson County,1/1/2007,1/1/2011,Renter occupied,114,320,"1,194",15,"1,643"
Tennessee,05000US47091,Johnson County,1/1/2008,1/1/2012,Owner occupied,824,488,"4,230",60,"5,602"
Tennessee,05000US47091,Johnson County,1/1/2008,1/1/2012,Renter occupied,246,330,"1,044",20,"1,640"
Tennessee,05000US47091,Johnson County,1/1/2009,1/1/2013,Owner occupied,753,548,"3,935",25,"5,261"
Tennessee,05000US47091,Johnson County,1/1/2009,1/1/2013,Renter occupied,257,285,"1,093",25,"1,660"
Tennessee,05000US47091,Johnson County,1/1/2010,1/1/2014,Owner occupied,879,457,"4,170",8,"5,514"
Tennessee,05000US47091,Johnson County,1/1/2010,1/1/2014,Renter occupied,268,288,972,40,"1,568"
Tennessee,05000US47093,Knox County,1/1/2005,1/1/2009,Owner occupied,"19,685","10,430","112,970","12,585","155,670"
Tennessee,05000US47093,Knox County,1/1/2005,1/1/2009,Renter occupied,"8,100","2,810","28,055",0,"38,965"
Tennessee,05000US47093,Knox County,1/1/2006,1/1/2010,Owner occupied,"16,165","8,825","93,985",620,"119,595"
Tennessee,05000US47093,Knox County,1/1/2006,1/1/2010,Renter occupied,"10,865","13,759","31,975","1,640","58,239"
Tennessee,05000US47093,Knox County,1/1/2007,1/1/2011,Owner occupied,"16,230","8,890","94,100",465,"119,685"
Tennessee,05000US47093,Knox County,1/1/2007,1/1/2011,Renter occupied,"11,790","14,035","32,465","1,720","60,010"
Tennessee,05000US47093,Knox County,1/1/2008,1/1/2012,Owner occupied,"16,110","9,014","93,450",550,"119,124"
Tennessee,05000US47093,Knox County,1/1/2008,1/1/2012,Renter occupied,"12,865","14,214","33,000","1,880","61,959"
Tennessee,05000US47093,Knox County,1/1/2009,1/1/2013,Owner occupied,"15,095","8,889","93,560",595,"118,139"
Tennessee,05000US47093,Knox County,1/1/2009,1/1/2013,Renter occupied,"13,830","14,325","32,770","2,015","62,940"
Tennessee,05000US47093,Knox County,1/1/2010,1/1/2014,Owner occupied,"14,184","8,520","93,000",764,"116,468"
Tennessee,05000US47093,Knox County,1/1/2010,1/1/2014,Renter occupied,"13,814","14,425","33,465","2,380","64,084"
Tennessee,05000US47095,Lake County,1/1/2005,1/1/2009,Owner occupied,360,163,"1,469",123,"2,115"
Tennessee,05000US47095,Lake County,1/1/2005,1/1/2009,Renter occupied,142,68,402,0,612
Tennessee,05000US47095,Lake County,1/1/2006,1/1/2010,Owner occupied,205,103,"1,103",24,"1,435"
Tennessee,05000US47095,Lake County,1/1/2006,1/1/2010,Renter occupied,180,214,435,45,874
Tennessee,05000US47095,Lake County,1/1/2007,1/1/2011,Owner occupied,201,102,"1,072",24,"1,399"
Tennessee,05000US47095,Lake County,1/1/2007,1/1/2011,Renter occupied,200,193,497,50,940
Tennessee,05000US47095,Lake County,1/1/2008,1/1/2012,Owner occupied,212,95,999,24,"1,330"
Tennessee,05000US47095,Lake County,1/1/2008,1/1/2012,Renter occupied,196,238,549,60,"1,043"
Tennessee,05000US47095,Lake County,1/1/2009,1/1/2013,Owner occupied,213,74,916,24,"1,227"
Tennessee,05000US47095,Lake County,1/1/2009,1/1/2013,Renter occupied,182,183,554,60,979
Tennessee,05000US47095,Lake County,1/1/2010,1/1/2014,Owner occupied,206,79,931,14,"1,230"
Tennessee,05000US47095,Lake County,1/1/2010,1/1/2014,Renter occupied,160,116,589,70,935
Tennessee,05000US47097,Lauderdale County,1/1/2005,1/1/2009,Owner occupied,"1,002",985,"5,698",485,"8,170"
Tennessee,05000US47097,Lauderdale County,1/1/2005,1/1/2009,Renter occupied,485,177,"1,564",0,"2,226"
Tennessee,05000US47097,Lauderdale County,1/1/2006,1/1/2010,Owner occupied,885,689,"4,560",74,"6,208"
Tennessee,05000US47097,Lauderdale County,1/1/2006,1/1/2010,Renter occupied,599,622,"1,780",125,"3,126"
Tennessee,05000US47097,Lauderdale County,1/1/2007,1/1/2011,Owner occupied,858,724,"4,665",60,"6,307"
Tennessee,05000US47097,Lauderdale County,1/1/2007,1/1/2011,Renter occupied,549,652,"1,952",125,"3,278"
Tennessee,05000US47097,Lauderdale County,1/1/2008,1/1/2012,Owner occupied,"1,008",784,"4,548",65,"6,405"
Tennessee,05000US47097,Lauderdale County,1/1/2008,1/1/2012,Renter occupied,523,723,"2,043",110,"3,399"
Tennessee,05000US47097,Lauderdale County,1/1/2009,1/1/2013,Owner occupied,936,667,"4,454",95,"6,152"
Tennessee,05000US47097,Lauderdale County,1/1/2009,1/1/2013,Renter occupied,527,850,"2,020",125,"3,522"
Tennessee,05000US47097,Lauderdale County,1/1/2010,1/1/2014,Owner occupied,932,702,"4,384",55,"6,073"
Tennessee,05000US47097,Lauderdale County,1/1/2010,1/1/2014,Renter occupied,565,917,"2,149",120,"3,751"
Tennessee,05000US47099,Lawrence County,1/1/2005,1/1/2009,Owner occupied,"1,834","1,289","10,254",503,"13,880"
Tennessee,05000US47099,Lawrence County,1/1/2005,1/1/2009,Renter occupied,395,183,"1,879",0,"2,457"
Tennessee,05000US47099,Lawrence County,1/1/2006,1/1/2010,Owner occupied,"1,560","1,192","9,495",38,"12,285"
Tennessee,05000US47099,Lawrence County,1/1/2006,1/1/2010,Renter occupied,655,802,"1,994",45,"3,496"
Tennessee,05000US47099,Lawrence County,1/1/2007,1/1/2011,Owner occupied,"1,554","1,168","9,435",24,"12,181"
Tennessee,05000US47099,Lawrence County,1/1/2007,1/1/2011,Renter occupied,830,842,"2,028",70,"3,770"
Tennessee,05000US47099,Lawrence County,1/1/2008,1/1/2012,Owner occupied,"1,493","1,134","9,498",53,"12,178"
Tennessee,05000US47099,Lawrence County,1/1/2008,1/1/2012,Renter occupied,800,779,"2,242",75,"3,896"
Tennessee,05000US47099,Lawrence County,1/1/2009,1/1/2013,Owner occupied,"1,439",969,"9,454",79,"11,941"
Tennessee,05000US47099,Lawrence County,1/1/2009,1/1/2013,Renter occupied,740,804,"2,253",100,"3,897"
Tennessee,05000US47099,Lawrence County,1/1/2010,1/1/2014,Owner occupied,"1,329",889,"9,469",149,"11,836"
Tennessee,05000US47099,Lawrence County,1/1/2010,1/1/2014,Renter occupied,850,813,"2,289",144,"4,096"
Tennessee,05000US47101,Lewis County,1/1/2005,1/1/2009,Owner occupied,589,460,"2,774",80,"3,903"
Tennessee,05000US47101,Lewis County,1/1/2005,1/1/2009,Renter occupied,115,75,564,0,754
Tennessee,05000US47101,Lewis County,1/1/2006,1/1/2010,Owner occupied,435,344,"2,765",25,"3,569"
Tennessee,05000US47101,Lewis County,1/1/2006,1/1/2010,Renter occupied,190,80,660,40,970
Tennessee,05000US47101,Lewis County,1/1/2007,1/1/2011,Owner occupied,420,404,"2,725",20,"3,569"
Tennessee,05000US47101,Lewis County,1/1/2007,1/1/2011,Renter occupied,250,80,715,50,"1,095"
Tennessee,05000US47101,Lewis County,1/1/2008,1/1/2012,Owner occupied,380,455,"2,665",25,"3,525"
Tennessee,05000US47101,Lewis County,1/1/2008,1/1/2012,Renter occupied,185,115,855,65,"1,220"
Tennessee,05000US47101,Lewis County,1/1/2009,1/1/2013,Owner occupied,409,424,"2,664",20,"3,517"
Tennessee,05000US47101,Lewis County,1/1/2009,1/1/2013,Renter occupied,205,125,805,80,"1,215"
Tennessee,05000US47101,Lewis County,1/1/2010,1/1/2014,Owner occupied,420,394,"2,885",25,"3,724"
Tennessee,05000US47101,Lewis County,1/1/2010,1/1/2014,Renter occupied,155,60,755,80,"1,050"
Tennessee,05000US47103,Lincoln County,1/1/2005,1/1/2009,Owner occupied,"1,323",920,"9,020",535,"11,798"
Tennessee,05000US47103,Lincoln County,1/1/2005,1/1/2009,Renter occupied,279,115,"1,684",0,"2,078"
Tennessee,05000US47103,Lincoln County,1/1/2006,1/1/2010,Owner occupied,"1,200",763,"8,204",80,"10,247"
Tennessee,05000US47103,Lincoln County,1/1/2006,1/1/2010,Renter occupied,494,660,"1,924",114,"3,192"
Tennessee,05000US47103,Lincoln County,1/1/2007,1/1/2011,Owner occupied,"1,277",810,"7,830",115,"10,032"
Tennessee,05000US47103,Lincoln County,1/1/2007,1/1/2011,Renter occupied,548,555,"2,070",100,"3,273"
Tennessee,05000US47103,Lincoln County,1/1/2008,1/1/2012,Owner occupied,"1,339",830,"7,695",105,"9,969"
Tennessee,05000US47103,Lincoln County,1/1/2008,1/1/2012,Renter occupied,599,600,"2,208",35,"3,442"
Tennessee,05000US47103,Lincoln County,1/1/2009,1/1/2013,Owner occupied,"1,314",854,"7,950",110,"10,228"
Tennessee,05000US47103,Lincoln County,1/1/2009,1/1/2013,Renter occupied,638,460,"2,044",60,"3,202"
Tennessee,05000US47103,Lincoln County,1/1/2010,1/1/2014,Owner occupied,"1,368",903,"7,705",100,"10,076"
Tennessee,05000US47103,Lincoln County,1/1/2010,1/1/2014,Renter occupied,693,535,"2,298",90,"3,616"
Tennessee,05000US47105,Loudon County,1/1/2005,1/1/2009,Owner occupied,"2,255","1,089","12,284",565,"16,193"
Tennessee,05000US47105,Loudon County,1/1/2005,1/1/2009,Renter occupied,505,149,"2,125",0,"2,779"
Tennessee,05000US47105,Loudon County,1/1/2006,1/1/2010,Owner occupied,"2,050","1,169","11,890",30,"15,139"
Tennessee,05000US47105,Loudon County,1/1/2006,1/1/2010,Renter occupied,555,730,"2,824",175,"4,284"
Tennessee,05000US47105,Loudon County,1/1/2007,1/1/2011,Owner occupied,"2,100","1,168","11,909",50,"15,227"
Tennessee,05000US47105,Loudon County,1/1/2007,1/1/2011,Renter occupied,664,587,"3,080",215,"4,546"
Tennessee,05000US47105,Loudon County,1/1/2008,1/1/2012,Owner occupied,"2,149","1,284","11,840",35,"15,308"
Tennessee,05000US47105,Loudon County,1/1/2008,1/1/2012,Renter occupied,729,547,"2,910",170,"4,356"
Tennessee,05000US47105,Loudon County,1/1/2009,1/1/2013,Owner occupied,"2,050","1,130","11,690",130,"15,000"
Tennessee,05000US47105,Loudon County,1/1/2009,1/1/2013,Renter occupied,939,717,"2,700",160,"4,516"
Tennessee,05000US47105,Loudon County,1/1/2010,1/1/2014,Owner occupied,"2,009","1,068","12,050",105,"15,232"
Tennessee,05000US47105,Loudon County,1/1/2010,1/1/2014,Renter occupied,"1,029",704,"2,814",145,"4,692"
Tennessee,05000US47107,McMinn County,1/1/2005,1/1/2009,Owner occupied,"2,485","1,404","13,194",735,"17,818"
Tennessee,05000US47107,McMinn County,1/1/2005,1/1/2009,Renter occupied,715,335,"2,945",0,"3,995"
Tennessee,05000US47107,McMinn County,1/1/2006,1/1/2010,Owner occupied,"2,125","1,099","12,284",155,"15,663"
Tennessee,05000US47107,McMinn County,1/1/2006,1/1/2010,Renter occupied,930,934,"3,180",114,"5,158"
Tennessee,05000US47107,McMinn County,1/1/2007,1/1/2011,Owner occupied,"2,134","1,150","12,223",205,"15,712"
Tennessee,05000US47107,McMinn County,1/1/2007,1/1/2011,Renter occupied,955,"1,075","2,895",164,"5,089"
Tennessee,05000US47107,McMinn County,1/1/2008,1/1/2012,Owner occupied,"1,960","1,205","11,805",219,"15,189"
Tennessee,05000US47107,McMinn County,1/1/2008,1/1/2012,Renter occupied,"1,009","1,035","3,170",210,"5,424"
Tennessee,05000US47107,McMinn County,1/1/2009,1/1/2013,Owner occupied,"1,879","1,265","11,875",184,"15,203"
Tennessee,05000US47107,McMinn County,1/1/2009,1/1/2013,Renter occupied,944,"1,100","2,910",165,"5,119"
Tennessee,05000US47107,McMinn County,1/1/2010,1/1/2014,Owner occupied,"1,787","1,345","11,750",180,"15,062"
Tennessee,05000US47107,McMinn County,1/1/2010,1/1/2014,Renter occupied,823,"1,195","2,875",230,"5,123"
Tennessee,05000US47109,McNairy County,1/1/2005,1/1/2009,Owner occupied,"1,214",744,"7,049",312,"9,319"
Tennessee,05000US47109,McNairy County,1/1/2005,1/1/2009,Renter occupied,214,57,990,0,"1,261"
Tennessee,05000US47109,McNairy County,1/1/2006,1/1/2010,Owner occupied,"1,041",673,"6,008",49,"7,771"
Tennessee,05000US47109,McNairy County,1/1/2006,1/1/2010,Renter occupied,344,370,"1,504",115,"2,333"
Tennessee,05000US47109,McNairy County,1/1/2007,1/1/2011,Owner occupied,"1,042",667,"5,868",69,"7,646"
Tennessee,05000US47109,McNairy County,1/1/2007,1/1/2011,Renter occupied,328,485,"1,447",150,"2,410"
Tennessee,05000US47109,McNairy County,1/1/2008,1/1/2012,Owner occupied,935,615,"5,563",110,"7,223"
Tennessee,05000US47109,McNairy County,1/1/2008,1/1/2012,Renter occupied,412,554,"1,574",175,"2,715"
Tennessee,05000US47109,McNairy County,1/1/2009,1/1/2013,Owner occupied,906,625,"5,479",154,"7,164"
Tennessee,05000US47109,McNairy County,1/1/2009,1/1/2013,Renter occupied,386,488,"1,525",185,"2,584"
Tennessee,05000US47109,McNairy County,1/1/2010,1/1/2014,Owner occupied,952,636,"5,409",194,"7,191"
Tennessee,05000US47109,McNairy County,1/1/2010,1/1/2014,Renter occupied,406,497,"1,514",185,"2,602"
Tennessee,05000US47111,Macon County,1/1/2005,1/1/2009,Owner occupied,"1,009",784,"5,172",269,"7,234"
Tennessee,05000US47111,Macon County,1/1/2005,1/1/2009,Renter occupied,515,10,959,0,"1,484"
Tennessee,05000US47111,Macon County,1/1/2006,1/1/2010,Owner occupied,869,689,"4,563",59,"6,180"
Tennessee,05000US47111,Macon County,1/1/2006,1/1/2010,Renter occupied,513,290,"1,164",49,"2,016"
Tennessee,05000US47111,Macon County,1/1/2007,1/1/2011,Owner occupied,789,560,"4,740",29,"6,118"
Tennessee,05000US47111,Macon County,1/1/2007,1/1/2011,Renter occupied,424,324,"1,293",40,"2,081"
Tennessee,05000US47111,Macon County,1/1/2008,1/1/2012,Owner occupied,849,488,"4,789",10,"6,136"
Tennessee,05000US47111,Macon County,1/1/2008,1/1/2012,Renter occupied,293,435,"1,514",60,"2,302"
Tennessee,05000US47111,Macon County,1/1/2009,1/1/2013,Owner occupied,799,518,"4,894",40,"6,251"
Tennessee,05000US47111,Macon County,1/1/2009,1/1/2013,Renter occupied,253,420,"1,569",55,"2,297"
Tennessee,05000US47111,Macon County,1/1/2010,1/1/2014,Owner occupied,738,609,"4,710",65,"6,122"
Tennessee,05000US47111,Macon County,1/1/2010,1/1/2014,Renter occupied,312,410,"1,739",40,"2,501"
Tennessee,05000US47113,Madison County,1/1/2005,1/1/2009,Owner occupied,"4,684","2,884","23,070","2,894","33,532"
Tennessee,05000US47113,Madison County,1/1/2005,1/1/2009,Renter occupied,"2,175","1,065","5,345",0,"8,585"
Tennessee,05000US47113,Madison County,1/1/2006,1/1/2010,Owner occupied,"3,840","2,390","18,450",180,"24,860"
Tennessee,05000US47113,Madison County,1/1/2006,1/1/2010,Renter occupied,"2,584","3,594","5,629",365,"12,172"
Tennessee,05000US47113,Madison County,1/1/2007,1/1/2011,Owner occupied,"3,553","2,369","18,059",140,"24,121"
Tennessee,05000US47113,Madison County,1/1/2007,1/1/2011,Renter occupied,"2,528","3,705","5,460",374,"12,067"
Tennessee,05000US47113,Madison County,1/1/2008,1/1/2012,Owner occupied,"3,593","2,098","18,250",143,"24,084"
Tennessee,05000US47113,Madison County,1/1/2008,1/1/2012,Renter occupied,"2,303","3,829","5,402",445,"11,979"
Tennessee,05000US47113,Madison County,1/1/2009,1/1/2013,Owner occupied,"3,559","2,038","17,924",138,"23,659"
Tennessee,05000US47113,Madison County,1/1/2009,1/1/2013,Renter occupied,"2,488","3,837","5,348",345,"12,018"
Tennessee,05000US47113,Madison County,1/1/2010,1/1/2014,Owner occupied,"3,429","1,813","18,080",169,"23,491"
Tennessee,05000US47113,Madison County,1/1/2010,1/1/2014,Renter occupied,"2,650","4,052","5,738",310,"12,750"
Tennessee,05000US47115,Marion County,1/1/2005,1/1/2009,Owner occupied,"1,292",844,"7,828",484,"10,448"
Tennessee,05000US47115,Marion County,1/1/2005,1/1/2009,Renter occupied,389,35,"1,684",0,"2,108"
Tennessee,05000US47115,Marion County,1/1/2006,1/1/2010,Owner occupied,930,950,"6,674",149,"8,703"
Tennessee,05000US47115,Marion County,1/1/2006,1/1/2010,Renter occupied,423,439,"1,641",119,"2,622"
Tennessee,05000US47115,Marion County,1/1/2007,1/1/2011,Owner occupied,932,948,"6,634",109,"8,623"
Tennessee,05000US47115,Marion County,1/1/2007,1/1/2011,Renter occupied,428,423,"1,751",119,"2,721"
Tennessee,05000US47115,Marion County,1/1/2008,1/1/2012,Owner occupied,821,904,"6,504",114,"8,343"
Tennessee,05000US47115,Marion County,1/1/2008,1/1/2012,Renter occupied,473,502,"1,760",144,"2,879"
Tennessee,05000US47115,Marion County,1/1/2009,1/1/2013,Owner occupied,783,877,"6,539",83,"8,282"
Tennessee,05000US47115,Marion County,1/1/2009,1/1/2013,Renter occupied,545,484,"1,802",119,"2,950"
Tennessee,05000US47115,Marion County,1/1/2010,1/1/2014,Owner occupied,887,803,"6,519",68,"8,277"
Tennessee,05000US47115,Marion County,1/1/2010,1/1/2014,Renter occupied,488,574,"1,873",90,"3,025"
Tennessee,05000US47117,Marshall County,1/1/2005,1/1/2009,Owner occupied,"1,645",950,"7,360",465,"10,420"
Tennessee,05000US47117,Marshall County,1/1/2005,1/1/2009,Renter occupied,410,74,"1,574",0,"2,058"
Tennessee,05000US47117,Marshall County,1/1/2006,1/1/2010,Owner occupied,"1,434",764,"6,540",14,"8,752"
Tennessee,05000US47117,Marshall County,1/1/2006,1/1/2010,Renter occupied,582,540,"1,820",25,"2,967"
Tennessee,05000US47117,Marshall County,1/1/2007,1/1/2011,Owner occupied,"1,210",713,"6,659",29,"8,611"
Tennessee,05000US47117,Marshall County,1/1/2007,1/1/2011,Renter occupied,578,553,"1,750",25,"2,906"
Tennessee,05000US47117,Marshall County,1/1/2008,1/1/2012,Owner occupied,"1,179",693,"6,644",39,"8,555"
Tennessee,05000US47117,Marshall County,1/1/2008,1/1/2012,Renter occupied,574,537,"1,969",40,"3,120"
Tennessee,05000US47117,Marshall County,1/1/2009,1/1/2013,Owner occupied,"1,155",656,"6,789",49,"8,649"
Tennessee,05000US47117,Marshall County,1/1/2009,1/1/2013,Renter occupied,549,558,"1,784",35,"2,926"
Tennessee,05000US47117,Marshall County,1/1/2010,1/1/2014,Owner occupied,"1,025",772,"6,804",44,"8,645"
Tennessee,05000US47117,Marshall County,1/1/2010,1/1/2014,Renter occupied,647,559,"1,764",110,"3,080"
Tennessee,05000US47119,Maury County,1/1/2005,1/1/2009,Owner occupied,"3,985","2,100","20,070","1,500","27,655"
Tennessee,05000US47119,Maury County,1/1/2005,1/1/2009,Renter occupied,"1,355",435,"4,725",0,"6,515"
Tennessee,05000US47119,Maury County,1/1/2006,1/1/2010,Owner occupied,"3,395","1,915","17,640",110,"23,060"
Tennessee,05000US47119,Maury County,1/1/2006,1/1/2010,Renter occupied,"1,619","1,830","5,090",155,"8,694"
Tennessee,05000US47119,Maury County,1/1/2007,1/1/2011,Owner occupied,"3,365","1,970","17,625",70,"23,030"
Tennessee,05000US47119,Maury County,1/1/2007,1/1/2011,Renter occupied,"1,599","2,015","4,995",175,"8,784"
Tennessee,05000US47119,Maury County,1/1/2008,1/1/2012,Owner occupied,"3,399","2,045","17,070",90,"22,604"
Tennessee,05000US47119,Maury County,1/1/2008,1/1/2012,Renter occupied,"1,950","2,165","5,060",199,"9,374"
Tennessee,05000US47119,Maury County,1/1/2009,1/1/2013,Owner occupied,"3,175","2,265","17,105",60,"22,605"
Tennessee,05000US47119,Maury County,1/1/2009,1/1/2013,Renter occupied,"2,120","2,055","5,160",200,"9,535"
Tennessee,05000US47119,Maury County,1/1/2010,1/1/2014,Owner occupied,"3,215","2,135","16,945",70,"22,365"
Tennessee,05000US47119,Maury County,1/1/2010,1/1/2014,Renter occupied,"2,010","2,120","5,390",204,"9,724"
Tennessee,05000US47121,Meigs County,1/1/2005,1/1/2009,Owner occupied,489,522,"2,929",110,"4,050"
Tennessee,05000US47121,Meigs County,1/1/2005,1/1/2009,Renter occupied,104,80,654,0,838
Tennessee,05000US47121,Meigs County,1/1/2006,1/1/2010,Owner occupied,449,453,"2,539",10,"3,451"
Tennessee,05000US47121,Meigs County,1/1/2006,1/1/2010,Renter occupied,106,150,828,20,"1,104"
Tennessee,05000US47121,Meigs County,1/1/2007,1/1/2011,Owner occupied,489,453,"2,699",4,"3,645"
Tennessee,05000US47121,Meigs County,1/1/2007,1/1/2011,Renter occupied,108,172,642,50,972
Tennessee,05000US47121,Meigs County,1/1/2008,1/1/2012,Owner occupied,514,496,"2,780",4,"3,794"
Tennessee,05000US47121,Meigs County,1/1/2008,1/1/2012,Renter occupied,98,176,523,40,837
Tennessee,05000US47121,Meigs County,1/1/2009,1/1/2013,Owner occupied,543,443,"2,845",4,"3,835"
Tennessee,05000US47121,Meigs County,1/1/2009,1/1/2013,Renter occupied,103,168,628,50,949
Tennessee,05000US47121,Meigs County,1/1/2010,1/1/2014,Owner occupied,498,322,"2,809",4,"3,633"
Tennessee,05000US47121,Meigs County,1/1/2010,1/1/2014,Renter occupied,154,202,626,60,"1,042"
Tennessee,05000US47123,Monroe County,1/1/2005,1/1/2009,Owner occupied,"1,729","1,190","10,705",554,"14,178"
Tennessee,05000US47123,Monroe County,1/1/2005,1/1/2009,Renter occupied,545,175,"2,125",0,"2,845"
Tennessee,05000US47123,Monroe County,1/1/2006,1/1/2010,Owner occupied,"1,835",965,"10,155",129,"13,084"
Tennessee,05000US47123,Monroe County,1/1/2006,1/1/2010,Renter occupied,870,805,"2,684",110,"4,469"
Tennessee,05000US47123,Monroe County,1/1/2007,1/1/2011,Owner occupied,"1,835","1,055","9,780",114,"12,784"
Tennessee,05000US47123,Monroe County,1/1/2007,1/1/2011,Renter occupied,854,900,"2,950",80,"4,784"
Tennessee,05000US47123,Monroe County,1/1/2008,1/1/2012,Owner occupied,"1,810","1,103","9,715",140,"12,768"
Tennessee,05000US47123,Monroe County,1/1/2008,1/1/2012,Renter occupied,773,"1,020","2,745",104,"4,642"
Tennessee,05000US47123,Monroe County,1/1/2009,1/1/2013,Owner occupied,"1,695","1,013","9,990",205,"12,903"
Tennessee,05000US47123,Monroe County,1/1/2009,1/1/2013,Renter occupied,803,"1,110","2,610",94,"4,617"
Tennessee,05000US47123,Monroe County,1/1/2010,1/1/2014,Owner occupied,"1,644",943,"10,139",145,"12,871"
Tennessee,05000US47123,Monroe County,1/1/2010,1/1/2014,Renter occupied,629,"1,135","2,765",79,"4,608"
Tennessee,05000US47125,Montgomery County,1/1/2005,1/1/2009,Owner occupied,"5,220","3,275","33,955","3,014","45,464"
Tennessee,05000US47125,Montgomery County,1/1/2005,1/1/2009,Renter occupied,"3,999","1,020","11,885",0,"16,904"
Tennessee,05000US47125,Montgomery County,1/1/2006,1/1/2010,Owner occupied,"5,374","2,974","30,260",709,"39,317"
Tennessee,05000US47125,Montgomery County,1/1/2006,1/1/2010,Renter occupied,"4,624","3,934","12,000",545,"21,103"
Tennessee,05000US47125,Montgomery County,1/1/2007,1/1/2011,Owner occupied,"5,234","3,035","30,719",694,"39,682"
Tennessee,05000US47125,Montgomery County,1/1/2007,1/1/2011,Renter occupied,"4,639","4,430","12,420",730,"22,219"
Tennessee,05000US47125,Montgomery County,1/1/2008,1/1/2012,Owner occupied,"5,614","2,940","30,399",804,"39,757"
Tennessee,05000US47125,Montgomery County,1/1/2008,1/1/2012,Renter occupied,"5,069","4,790","12,595",855,"23,309"
Tennessee,05000US47125,Montgomery County,1/1/2009,1/1/2013,Owner occupied,"5,640","2,960","29,810",770,"39,180"
Tennessee,05000US47125,Montgomery County,1/1/2009,1/1/2013,Renter occupied,"5,230","4,869","13,805",945,"24,849"
Tennessee,05000US47125,Montgomery County,1/1/2010,1/1/2014,Owner occupied,"5,350","2,945","30,234",915,"39,444"
Tennessee,05000US47125,Montgomery County,1/1/2010,1/1/2014,Renter occupied,"5,745","4,718","14,025",885,"25,373"
Tennessee,05000US47127,Moore County,1/1/2005,1/1/2009,Owner occupied,345,45,"1,665",10,"2,065"
Tennessee,05000US47127,Moore County,1/1/2005,1/1/2009,Renter occupied,25,30,241,0,296
